name,year,cluster,type,x.coordinate,y.coordinate,location,lat,lng
MW/10/99,1999,SY97,AG,-3.93098411731,-8.56811788595,MOSCOW,55.7522,37.6155
NL/301/99,1999,SY97,AG,-2.55717601888,-10.2441541812,NETHERLANDS,52.08,4.27
NL/3/00,2000,SY97,AG,-1.12756475573,-11.7010307534,NETHERLANDS,52.08,4.27
NL/427/98,1998,SY97,AG,-3.82325615603,-9.63703652759,NETHERLANDS,52.08,4.27
TE/1/77,1977,TX77,AG,-4.19387366824,8.85084222043,TEXAS,31.4,-98.8
PM/2007/99,1999,SY97,AG,-2.26608913619,-9.70773724332,PANAMA,8.968,-79.533
NL/118/01,2001,SY97,AG,-2.5289170706,-10.6944607806,NETHERLANDS,52.08,4.27
NL/126/01,2001,SY97,AG,-0.992241921719,-10.6888615143,NETHERLANDS,52.08,4.27
NL/1/02,2002,SY97,AG,0.105159015435,-11.4913060844,NETHERLANDS,52.08,4.27
NL/120/02,2002,SY97,AG,-2.48645491225,-10.0963773086,NETHERLANDS,52.08,4.27
NL/18/94,1994,BE92,AG,3.25447825637,-4.55018709333,NETHERLANDS,52.08,4.27
FU/411/02,2002,FU02,AG,-3.17657912937,-14.8785134197,FUJIAN,26.03,119.68
NL/22/03,2003,FU02,AG,-0.151707272631,-14.0376775396,NETHERLANDS,52.08,4.27
NL/213/03,2003,FU02,AG,-1.58729650084,-12.717525514,NETHERLANDS,52.08,4.27
NL/217/03,2003,FU02,AG,-2.06755105597,-13.9653993267,NETHERLANDS,52.08,4.27
NL/222/03,2003,FU02,AG,-1.22094113659,-13.1194574274,NETHERLANDS,52.08,4.27
FI/170/03,2003,FU02,AG,-2.15038732869,-13.4455804966,FINLAND,60.1756,24.9341
NL/124/01,2001,SY97,AG,-0.953404478539,-10.9915772091,NETHERLANDS,52.08,4.27
NL/20/03,2003,SY97,AG,-1.25338341785,-10.2530230872,NETHERLANDS,52.08,4.27
HK/1/68,1968,HK68,AG,6.27707933458,13.895044285,HONGKONG,22.33,114.17
HK/107/71,1971,HK68,AG,3.92525132393,15.5149985286,HONGKONG,22.33,114.17
EN/42/72,1972,EN72,AG,2.74012662608,13.2486153399,ENGLAND,51.49,0
